uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months
2,1,U,A,N,28477,79406.01667,6751.7,6472.05,78927.02,28359,115.57,1409.41,506.41,2314,862,197,2192.0,810.0,163.0,U,TENNESSEE AREA,Y,N,149.9899902,4.0,3.0,WCMB,1.0,1.0,O,7.0,S,U,2.0,M,6.0,1.0,C,A,0.0,Z,U,U,U,U,U,Y,143.0,1000021,172.44,1978.0,99.99,0.0,362.25,72.45,72.45,0.0,0.0,-1007.0,-72.45,7.333333333,0.0,18.0,0.0,114.3333333,0.0,760.3333333,0.0,157.6666667,0.0,622.0,0.0,0.333333333,1.0,0.94,69.0,0.666666667,1397.513333,0.0,515.2333333,22.66666667,22.08666667,2.666666667,8.476666667,718.0,0.0,1797.173333,0.0,60.33333333,0.0,115.5766667,0.0,25.33333333,760.3333333,622.0,0.0,20.33333333,1,58
1,1,U,D,N,79038,117808.04,6005.39,5935.58,117230.04,78664,114.15,2254.42,1512.77,1803,1290,78,1720.0,1226.0,91.0,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,129.9899902,13.0,6.0,WCMB,1.0,1.0,,13.0,M,A,3.0,M,5.0,3.0,C,J,0.0,U,U,U,U,U,U,Y,162.0,1000022,60.185,1424.5,56.25,0.2475,0.0,0.0,0.0,0.0,0.0,-1134.5,-55.185,23.66666667,0.0,0.0,0.0,11.66666667,0.0,47.33333333,0.0,646.0,0.0,33.33333333,0.0,0.333333333,0.666666667,0.593333333,285.3333333,0.0,44.04,0.0,939.3466667,7.666666667,11.76666667,39.0,58.91333333,459.6666667,0.0,692.0166667,0.0,174.6666667,0.0,291.3733333,0.0,23.66666667,47.33333333,33.33333333,0.0,5.666666667,1,54
1,1,N,A,N,27530,64174.80667,7419.73,7341.87,63886.81,27398,143.96,1252.68,537.22,1639,601,217,1393.0,519.0,163.0,T,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,8.0,6.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,J,U,U,U,U,U,N,350.0,1000023,244.0975,1771.5,99.99,6.1875,546.25,136.5625,136.5625,0.0,0.39,397.5,82.1325,28.66666667,0.0,1.333333333,0.0,31.0,0.0,323.6666667,0.0,276.3333333,0.0,276.3333333,0.0,0.0,0.0,0.0,134.3333333,0.0,591.74,0.0,680.1266667,71.0,109.3333333,29.66666667,167.88,435.6666667,0.0,1181.4,0.0,36.33333333,0.0,90.46666667,0.0,30.0,323.6666667,276.3333333,0.0,11.33333333,1,52
1,1,Y,G,N,5145,10451.09667,1122.8,1089.25,10356.1,5084,29.44,279.89,137.41,395,187,30,486.0,192.0,33.0,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,79.98999023,4.0,3.0,WCMB,1.0,1.0,O,15.0,S,M,4.0,M,5.0,1.0,,A,0.0,N,U,U,U,U,U,Y,652.0,1000024,30.205,360.0,29.99,0.0,0.25,0.065,0.065,0.0,0.0,-105.0,-0.215,8.666666667,0.0,2.333333333,0.0,19.33333333,0.0,95.66666667,0.0,75.0,0.0,68.33333333,0.0,0.0,0.0,0.0,36.66666667,0.0,103.79,0.0,160.8566667,34.33333333,33.68,15.0,29.63333333,71.33333333,0.0,129.32,0.0,62.33333333,0.0,135.33,0.0,11.0,95.66666667,68.33333333,0.0,0.333333333,1,54
2,2,Y,B,N,4761,14984.0,1312.65,1297.63,14983.0,4760,25.44,293.78,93.33,315,128,26,292.0,97.0,26.0,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.98999023,2.0,2.0,WCMB,0.0,0.0,O,0.0,S,M,1.0,M,6.0,,A,A,0.0,N,U,U,U,U,U,N,752.0,1000025,25.4925,299.5,24.99,0.0,0.75,0.2775,0.2775,0.0,0.0,-47.5,-0.5025,2.0,0.0,0.666666667,0.0,14.33333333,0.0,74.0,0.0,47.0,0.0,57.66666667,0.0,1.0,1.666666667,1.2,25.66666667,0.333333333,174.25,0.0,77.48666667,6.333333333,7.38,5.0,9.823333333,45.66666667,0.0,83.17333333,0.0,52.33333333,0.0,168.5633333,0.0,2.666666667,74.0,57.66666667,0.0,0.333333333,0,52
3,3,Y,A,N,2048,3896.0,1614.8,1588.22,3848.0,2019,31.76,76.96,40.38,42,27,30,64.0,31.0,31.0,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.98999023,3.0,3.0,WCMB,0.0,0.0,O,,M,U,2.0,M,9.0,2.0,C,,0.0,M,U,U,U,U,U,Y,573.0,1000026,29.99,47.0,29.99,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.333333333,0.0,0.0,0.0,2.333333333,0.0,26.33333333,0.0,2.0,0.0,23.66666667,0.0,0.0,0.0,0.0,1.666666667,0.0,23.06,0.0,1.04,10.0,5.796666667,1.666666667,1.04,22.0,0.0,16.83666667,0.0,3.333333333,0.0,7.263333333,0.0,0.333333333,26.33333333,23.66666667,0.0,0.0,0,54
1,1,Y,B,N,13600,30020.16,3513.41,3410.02,29860.16,13535,71.04,622.09,281.98,307,174,50,352.0,218.0,50.0,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,3.0,2.0,WC,0.0,0.0,O,1.0,M,M,2.0,M,9.0,1.0,C,C,0.0,N,U,U,U,U,Y,Y,265.0,1000027,51.025,382.25,48.79,1.485,0.75,0.075,0.075,0.0,0.0,226.75,2.695,19.66666667,0.0,3.666666667,0.0,34.66666667,0.0,175.6666667,0.0,84.0,0.0,124.6666667,0.0,0.666666667,0.666666667,0.033333333,47.33333333,0.0,151.33,0.0,104.2333333,5.0,5.833333333,0.0,0.0,110.6666667,0.0,135.0766667,0.0,72.0,0.0,120.4866667,0.0,23.33333333,175.6666667,124.6666667,0.0,4.333333333,1,52
1,1,Y,A,N,8893,16916.0,1944.11,1906.69,16904.0,8887,41.45,367.48,193.2,963,376,38,932.0,377.0,53.0,U,GREAT LAKES AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,,,M,S,2.0,M,1.0,1.0,G,,0.0,H,U,U,U,U,U,Y,452.0,1000028,37.6625,971.75,35.99,0.2475,4.75,1.425,1.425,0.0,0.0,25.25,-1.6725,4.0,0.0,0.0,0.0,42.66666667,0.0,343.0,0.0,99.33333333,0.0,297.6666667,0.0,0.0,0.0,0.0,48.66666667,0.0,509.8,0.0,244.6433333,20.0,20.48333333,8.0,26.29666667,206.3333333,0.0,367.47,0.0,170.3333333,0.0,386.9733333,0.0,4.0,343.0,297.6666667,0.0,0.0,0,58
5,4,N,A,N,17915,42715.0,3829.33,3530.39,42354.0,17729,65.38,784.33,328.31,796,316,103,827.0,341.0,101.0,S,NEW ENGLAND AREA,Y,R,99.98999023,5.0,3.0,WCMB,0.0,0.0,O,10.0,M,B,1.0,M,6.0,2.0,C,,0.0,G,U,U,U,U,U,Y,183.0,1000029,98.4225,608.0,94.99,1.2375,41.5,12.195,7.125,5.07,0.0,-563.0,-12.4425,8.666666667,0.0,0.333333333,0.0,70.66666667,0.0,273.3333333,11.33333333,55.0,0.0,194.6666667,11.33333333,0.0,0.0,0.0,34.33333333,1.0,387.3466667,9.54,57.21,24.66666667,28.87666667,6.666666667,7.15,146.6666667,11.33333333,293.4966667,9.54,89.66666667,0.0,151.06,0.0,9.0,284.6666667,206.0,0.0,4.666666667,1,56
1,1,Y,B,N,3745,6020.0,2204.39,2152.22,5959.0,3703,43.04,119.18,74.06,24,13,31,19.0,11.0,31.0,C,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,2.0,2.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,S,U,U,U,U,U,N,319.0,1000030,30.26,34.5,29.99,0.0,0.0,0.0,0.0,0.0,0.0,32.5,-0.27,0.0,0.0,0.0,0.0,0.666666667,0.0,14.0,0.0,1.0,0.0,13.33333333,0.0,0.0,0.0,0.0,0.666666667,0.0,16.11333333,0.0,0.52,0.333333333,0.906666667,0.0,0.0,14.33333333,0.0,16.63333333,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.33333333,0.0,0.0,0,52
2,1,N,A,N,3195,8864.016667,2028.12,2031.06,8796.02,3156,36.27,157.07,56.36,15,7,14,17.0,8.0,14.0,C,MIDWEST AREA,Y,N,129.9899902,3.0,3.0,WCMB,0.0,0.0,O,1.0,S,B,1.0,M,9.0,,B,A,0.0,N,U,U,U,U,U,N,776.0,1000031,24.49,41.75,16.99,0.0,9.5,9.0425,8.75,0.2925,0.0,81.25,29.93,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333,0.0,0.333333333,0.0,3.333333333,0.0,0.0,0.0,0.0,0.333333333,0.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.086666667,0.0,0.666666667,0.0,0.653333333,0.0,0.0,3.333333333,3.333333333,0.0,0.0,1,58
